indice_1,indice_2,codigo_1,codigo_2,establecimiento_1,establecimiento_2,direccion_1,direccion_2,telefono_1,telefono_2,similitud_nombre,similitud_direccion,telefono_igual,campos_diferentes,decision,justificacion
3208,3209,00-17-0023-46,00-17-0028-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,22028888,22028888,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3208,3231,00-17-0023-46,00-17-9767-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL","PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",22028888,22028888,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3209,3231,00-17-0028-46,00-17-9767-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",22028888,22028888,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3232,3233,00-17-9769-46,00-17-9771-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,"PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL","PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96, 4TO. NIVEL",47406758,22560465,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3234,3235,00-18-0004-46,00-18-0005-46,LICEO FRANCO GUATEMALTECO,LICEO FRANCO GUATEMALTECO,"MANZANA 19, LOTE 627, COLONIA MAYA","MANZANA 19, LOTE 627, COLONIA MAYA",45371017,30720249,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3237,3265,00-18-0020-46,00-18-0142-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",LOTE 25 Y 40 DE LA SECCIÓN G COLONIA LAS ILUSIONES,"LOTE 25 Y 40 DE LA SECCIÓN ""G"", COLONIA LAS ILUSIONES",59452532,22553762,100.0,98.04,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3237,3313,00-18-0020-46,00-18-0256-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",LOTE 25 Y 40 DE LA SECCIÓN G COLONIA LAS ILUSIONES,LOTE 25 Y 40 DE LA SECCIÓN G COLONIA LAS ILUSIONES,59452532,30763166,100.0,100.0,False,"ESTABLECIMIENTO, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3246,3247,00-18-0057-46,00-18-0058-46,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,"LOTE 60, MANZANA 4, COLONIA EL ROSARIO","LOTE 60, MANZANA 4, COLONIA EL ROSARIO",22554484,22554484,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3259,3260,00-18-0108-46,00-18-0109-46,"COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","LOTE 21, ALDEA LO DE RODRGUEZ, KM 12.5 RUTA AL ATLANTICO","LOTE 21, ALDEA LO DE RODRIGUEZ, KM 12.5 RUTA AL ATLANTICO",30415710,30415710,100.0,99.07,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3265,3313,00-18-0142-46,00-18-0256-46,"LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""","LOTE 25 Y 40 DE LA SECCIÓN ""G"", COLONIA LAS ILUSIONES",LOTE 25 Y 40 DE LA SECCIÓN G COLONIA LAS ILUSIONES,22553762,30763166,100.0,98.04,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3269,3270,00-18-0154-46,00-18-0155-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS","31 CALLE B 28-97, ALDEA LAS TAPIAS",22603106,22060310,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3269,3274,00-18-0154-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS","31 CALLE B 28-97, ALDEA LAS TAPIAS",22603106,22603791,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3269,3296,00-18-0154-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",31 CALLE B 28-97 ALDEA LAS TAPIAS,22603106,22603791,100.0,100.0,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3270,3274,00-18-0155-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS","31 CALLE B 28-97, ALDEA LAS TAPIAS",22060310,22603791,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3270,3296,00-18-0155-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",31 CALLE B 28-97 ALDEA LAS TAPIAS,22060310,22603791,100.0,100.0,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3273,3315,00-18-0160-46,00-18-0258-46,COLEGIO MIXTO EL CASTILLO,COLEGIO MIXTO EL CASTILLO,"9A. AVENIDA ""A"" 9-20, COLONIA ATLANTIDA","9A. AVENIDA ""A"" 9-20 COLONIA ATLÁNTIDA",22550149,22550149,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3274,3296,00-18-0161-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",31 CALLE B 28-97 ALDEA LAS TAPIAS,22603791,22603791,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3282,3287,00-18-0188-46,00-18-0198-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA POR MADUREZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,27 CALLE Y 34 AVENIDA COLONIA KENNEDY ZONA 18,50 CALLE 41-89 LA ESTANCIA,30066439,30066439,100.0,47.89,True,"DISTRITO, ESTABLECIMIENTO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3292,3314,00-18-0211-46,00-18-0257-46,COLEGIO BELLO AMANECER 2,COLEGIO BELLO AMANECER 2,"LOTE 101 Y 102 SECCIÓN ""C"" COLONIA LAS ILUSIONES","LOTE 101 Y 102 SECCIÓN ""C"" COLONIA LAS ILUSIONES",42169124,42169124,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3372,3391,00-19-0019-46,00-19-0071-46,LICEO TECNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,9NA. AVENIDA 4-31,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206,53652975,100.0,85.71,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3375,3376,00-19-0029-46,00-19-0031-46,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,5TA. AVENIDA 7-30 COLONIA LA FLORIDA,5TA. AVENIDA 7-30 COLONIA LA FLORIDA,55086336,55086336,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3387,3388,00-19-0065-46,00-19-0066-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA","9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",53652975,53652975,100.0,100.0,True,"DISTRITO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3387,3389,00-19-0065-46,00-19-0067-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA","9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",53652975,24370206,100.0,100.0,False,"DISTRITO, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3388,3389,00-19-0066-46,00-19-0067-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA","9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",53652975,24370206,100.0,100.0,False,"DISTRITO, TELEFONO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3392,3393,00-19-0077-46,00-19-0081-46,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1""","COLEGIO EDUCATIVO "" LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2""",8VA. CALLE 11-25 Z. 19 COL. LA FLORIDA,8VA. CALLE 11-22 Z. 19 COL. LA FLORIDA,24378357,24378357,94.12,97.14,True,"ESTABLECIMIENTO, DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3392,3394,00-19-0077-46,00-19-0085-46,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1""","COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3""",8VA. CALLE 11-25 Z. 19 COL. LA FLORIDA,10 AVENIDA 2-79 COLONIA LA FLORIDA ZONA 19,24378357,24378357,98.31,64.94,True,"ESTABLECIMIENTO, DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3393,3394,00-19-0081-46,00-19-0085-46,"COLEGIO EDUCATIVO "" LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2""","COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3""",8VA. CALLE 11-22 Z. 19 COL. LA FLORIDA,10 AVENIDA 2-79 COLONIA LA FLORIDA ZONA 19,24378357,24378357,94.12,64.94,True,"ESTABLECIMIENTO, DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3402,3406,00-19-0102-46,00-19-0112-46,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,9A. AVENIDA 5-05 ZONA 19 COLONIA LA FLORIDA,9A. AVENIDA 5-05 ZONA 19 COLONIA LA FLORIDA,55053278,55053278,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3475,3477,00-25-0005-46,00-25-0007-46,COLEGIO MIXTO ABC II,COLEGIO MIXTO ABC II,"26 AVENIDA 91-82 ""A"", COLONIA SANTA LUCIA LOS OCOTES","26 AVENIDA 91-82 ""A"", COLONIA SANTA LUCIA LOS OCOTES",59791931,59791931,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3478,3480,00-25-0008-46,00-25-0010-46,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""","LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""","26A. AVE. 91-82 ""A"" COLONIA SANTA LUCIA LOS OCOTES","26A. AVENIDA 91-82 ""A"", COLONIA SANTA LUCIA LOS OCOTES",22607420,22607420,100.0,96.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3482,3503,02-01-0028-46,02-01-0252-46,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,BARRIO EL PORVENIR,BARRIO EL PORVENIR,79451265,79451265,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3496,3497,02-01-0068-46,02-01-0069-46,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLONIA HICHOS BARRIO EL PORVENIR GUASTATOYA,COLONI A HICHOS,47406758,47406758,100.0,57.14,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3496,3500,02-01-0068-46,02-01-0075-46,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLONIA HICHOS BARRIO EL PORVENIR GUASTATOYA,"COLONIA HICHOS, BARRIO EL PORVENIR GUASTATOYA EL PROGRESO",47406758,47406758,100.0,100.0,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3497,3500,02-01-0069-46,02-01-0075-46,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLONI A HICHOS,"COLONIA HICHOS, BARRIO EL PORVENIR GUASTATOYA EL PROGRESO",47406758,47406758,100.0,57.14,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3515,3517,02-02-0014-46,02-02-0613-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO LAS DELICIAS,BARRIO LAS DELICIAS,79247700,47912926,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3525,3533,02-03-0052-46,02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,BARRIO GUAYTAN,BARRIO GUAYTAN,44807367,44807367,100.0,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3535,3536,02-03-0119-46,02-03-0125-46,COLEGIO EL SHADDAI,COLEGIO EL SHADDAI,BARRIO RIO HATO,BARRIO RIO HATO,40953523,46413167,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3539,3541,02-03-0134-46,02-03-0136-46,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,BARRIO GUAYTAN,42159528,,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3542,3547,02-03-0142-46,02-03-0157-46,"COLEGIO TECNOLÓGICO ""JERUSALÉN""",COLEGIO TECNOLÓGICO JERUSALÉN,BARRIO SAN SEBASTIAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,49870363,79360679,96.67,100.0,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3542,3548,02-03-0142-46,02-03-0158-46,"COLEGIO TECNOLÓGICO ""JERUSALÉN""",COLEGIO TECNOLÓGICO JERUSALÉN,BARRIO SAN SEBASTIAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,49870363,79360679,96.67,100.0,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
3545,3552,02-03-0148-46,02-03-0164-46,"CENTRO EDUCATIVO PRIVADO MIXTO ""ACAZAUAZTLAN""",CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360581,30528878,96.63,100.0,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
